0.0000;-1500.0000 
0.0025;-1500.0000 
0.0050;-1500.0000 
0.0075;-1500.0000 
0.0100;-1500.0000 
0.0125;85.5206 
0.0150;96.4033 
0.0175;102.3312 
0.0200;106.2454 
0.0225;113.0767 
0.0250;117.4218 
0.0275;120.4947 
0.0300;122.7980 
0.0325;124.5240 
0.0350;125.9048 
0.0375;127.0288 
0.0400;127.9558 
0.0425;128.7281 
0.0450;127.8369 
0.0475;127.0176 
0.0500;126.2675 
0.0525;125.5833 
0.0550;124.9707 
0.0575;124.4164 
0.0600;123.9163 
0.0625;123.4666 
0.0650;123.0226 
0.0675;122.6245 
0.0700;122.2685 
0.0725;121.9510 
0.0750;123.0121 
0.0775;123.8901 
0.0800;124.6234 
0.0825;125.2405 
0.0850;125.7630 
0.0875;126.0546 
0.0900;126.3057 
0.0925;126.5225 
0.0950;126.7100 
0.0975;126.8887 
0.1000;127.0436 
0.1025;127.1779 
0.1050;127.2947 
0.1075;125.0645 
0.1100;122.8455 
0.1125;120.6392 
0.1150;118.4472 
0.1175;116.2261 
0.1200;114.0174 
0.1225;111.8226 
0.1250;109.6436 
0.1275;107.4823 
0.1300;112.3539 
0.1325;115.7199 
0.1350;118.2087 
0.1375;120.1268 
0.1400;118.1419 
0.1425;116.1962 
0.1450;114.2936 
0.1475;112.4379 
0.1500;110.3603 
0.1525;108.3124 
0.1550;106.2973 
0.1575;104.3185 
0.1600;102.5131 
0.1625;100.7625 
0.1650;99.0706 
0.1675;97.4410 
0.1700;95.8774 
0.1725;94.4889 
0.1750;93.1753 
0.1775;91.9380 
0.1800;90.7778 
0.1825;90.5121 
0.1850;90.2762 
0.1875;90.0671 
0.1900;89.8821 
0.1925;89.9263 
0.1950;89.9649 
0.1975;89.9986 
0.2000;90.0280 
0.2025;90.0537 
0.2050;89.8703 
0.2075;89.7081 
0.2100;89.5650 
0.2125;89.4387 
0.2150;89.3275 
0.2175;89.2296 
0.2200;89.1435 
0.2225;89.0678 
0.2250;88.7821 
0.2275;88.5281 
0.2300;88.3029 
0.2325;88.1033 
0.2350;88.1570 
0.2375;88.2039 
0.2400;88.2448 
0.2425;88.2805 
0.2450;88.3117 
0.2475;96.8173 
0.2500;101.8796 
0.2525;105.3483 
0.2550;107.9010 
0.2575;111.8152 
0.2600;114.6375 
0.2625;116.7782 
0.2650;118.4562 
0.2675;116.3999 
0.2700;114.3756 
0.2725;112.3866 
0.2750;110.4365 
0.2775;108.1488 
0.2800;105.8645 
0.2825;103.5840 
0.2850;101.3080 
0.2875;99.0370 
0.2900;96.8179 
0.2925;94.6115 
0.2950;92.4194 
0.2975;90.2434 
0.3000;88.1618 
0.3025;86.1094 
0.3050;84.0894 
0.3075;82.1052 
0.3100;79.7935 
0.3125;77.4817 
0.3150;75.1700 
0.3175;72.8582 
0.3200;70.7561 
0.3225;68.6808 
0.3250;66.6353 
0.3275;64.6230 
0.3300;62.6473 
0.3325;64.3859 
0.3350;65.7760 
0.3375;66.9070 
0.3400;67.8395 
0.3425;68.3788 
0.3450;68.8372 
0.3475;69.2287 
0.3500;69.5641 
0.3525;71.3242 
0.3550;72.7300 
0.3575;73.8728 
0.3600;74.8145 
0.3625;75.5984 
0.3650;97.3507 
0.3675;105.7658 
0.3700;110.7918 
0.3725;114.2411 
0.3750;115.5731 
0.3775;116.6601 
0.3800;117.5582 
0.3825;118.3076 
0.3850;118.6388 
0.3875;118.9236 
0.3900;119.1689 
0.3925;119.3808 
0.3950;119.5516 
0.3975;119.6997 
0.4000;119.8283 
0.4025;119.9400 
0.4050;120.0372 
0.4075;120.1218 
0.4100;120.1955 
0.4125;120.2597 
0.4150;120.3156 
